,material_id,band_gap,is_gap_direct,symmetry.crystal_system
552,mp-1203164,0.46239999999999903,False,orthorhombic
553,mp-1196580,0.3982,False,monoclinic
554,mp-1201081,3.412,False,triclinic
555,mp-1202327,0.18480000000000002,False,monoclinic
556,mp-1201631,0.5487000000000001,True,trigonal
557,mp-560271,0.4476,False,monoclinic
558,mp-1102536,2.1451000000000002,False,tetragonal
559,mp-1191076,2.532899999999999,True,orthorhombic
560,mp-28020,2.5112,False,tetragonal
561,mp-706670,0.897699999999999,False,triclinic
562,mp-3098,1.8148,False,hexagonal
563,mp-3748,1.7978,False,trigonal
564,mp-4979,1.6756,True,tetragonal
565,mp-8016,0.8921999999999991,True,tetragonal
566,mp-8017,1.0186,True,tetragonal
567,mp-1103295,7.4257,False,trigonal
568,mp-1323,7.4026,True,tetragonal
569,mp-468,7.6012,True,trigonal
570,mp-555026,7.4176,False,tetragonal
571,mp-559871,7.5230999999999995,True,orthorhombic
572,mp-8039,7.420299999999999,False,cubic
573,mp-28901,4.2584,False,orthorhombic
574,mp-21216,1.9962,False,orthorhombic
575,mp-17477,0.5231,False,monoclinic
576,mp-541111,4.2234,True,monoclinic
577,mp-568107,3.8643,False,triclinic
578,mp-1199566,4.7222,False,monoclinic
579,mp-1200757,4.918900000000001,True,monoclinic
580,mp-24618,6.3073,True,orthorhombic
581,mp-730446,5.7307,True,orthorhombic
582,mp-722527,5.6133,True,monoclinic
583,mp-1204288,3.7497,True,monoclinic
584,mp-23743,5.3984,True,trigonal
585,mp-1203296,3.5696,True,monoclinic
586,mp-699485,3.3869,False,cubic
587,mp-1228800,6.3213,False,monoclinic
588,mp-572874,5.1156,False,triclinic
589,mp-1197821,3.5761000000000003,False,triclinic
590,mp-541900,5.5677,True,orthorhombic
591,mp-1199829,4.3958,True,orthorhombic
592,mp-699469,4.9406,True,orthorhombic
593,mp-1201838,3.3823,True,tetragonal
594,mp-695979,0.11760000000000001,False,triclinic
595,mp-707784,3.3987,False,monoclinic
596,mp-24554,5.3705,True,cubic
597,mp-1197837,5.384399999999999,False,orthorhombic
598,mp-721813,5.2875,False,trigonal
599,mp-708992,5.6231,False,monoclinic
600,mp-1201938,5.3382,True,monoclinic
601,mp-1195722,4.6703,True,triclinic
602,mp-643387,4.496700000000001,False,triclinic
603,mp-1106356,3.110699999999999,False,cubic
604,mp-1183246,3.0448,False,orthorhombic
605,mp-23933,2.197699999999999,False,trigonal
606,mp-570130,3.1862,False,orthorhombic
607,mp-759356,5.1434,True,orthorhombic
608,mp-1202309,6.6655,True,tetragonal
609,mp-696815,6.8114,True,tetragonal
610,mp-1192001,4.837899999999999,False,monoclinic
